Time,temp_SOIL,water_SOIL
2024-06-23 15:00:00,30.395714285714288,18.465714285714284
2024-06-23 18:00:00,29.986666666666665,18.423333333333336
2024-06-23 21:00:00,29.208333333333332,18.363333333333333
2024-06-24 00:00:00,28.537777777777777,18.35
2024-06-24 03:00:00,28.02111111111111,18.32888888888889
2024-06-24 06:00:00,27.927777777777777,18.314444444444444
2024-06-24 09:00:00,29.218,18.354000000000003
2024-06-24 12:00:00,30.046,18.406
2024-06-24 15:00:00,30.46625,18.405
2024-06-24 18:00:00,30.005,18.341666666666665
2024-06-24 21:00:00,29.245714285714286,18.31714285714286
2024-06-25 00:00:00,28.42833333333333,18.286666666666665
2024-06-25 03:00:00,27.561111111111114,18.221111111111114
2024-06-25 06:00:00,27.3925,18.2125
2024-06-25 09:00:00,28.32857142857143,15.982857142857142
2024-06-25 15:00:00,30.325,16.045
2024-06-25 18:00:00,29.950000000000003,16.05
2024-06-25 21:00:00,28.75,15.94
2024-06-26 00:00:00,27.810000000000002,15.975000000000001
2024-06-26 03:00:00,27.195000000000004,15.976666666666667
2024-06-26 06:00:00,27.228333333333335,15.995
2024-06-26 09:00:00,28.669999999999998,16.085714285714285
2024-06-26 12:00:00,30.392857142857142,16.165714285714284
2024-06-26 15:00:00,31.228333333333335,16.168333333333333
2024-06-26 18:00:00,30.423333333333332,16.096666666666668
2024-06-26 21:00:00,29.418333333333333,16.063333333333333
2024-06-27 00:00:00,28.488,16.046
2024-06-27 03:00:00,27.454,15.99
2024-06-27 06:00:00,27.456666666666667,16.04222222222222
2024-06-27 09:00:00,28.356666666666666,16.3
